x,y,z,label
-107,-149,169,repouso
-107,-152,169,repouso
-115,-151,170,repouso
-116,-149,174,repouso
-111,-150,170,repouso
-121,-145,168,repouso
-123,-148,167,repouso
-110,-130,169,repouso
-125,-148,172,repouso
-121,-149,166,repouso
-112,-140,167,repouso
-129,-149,174,repouso
-122,-136,162,repouso
-125,-145,164,repouso
-128,-147,166,repouso
-125,-143,163,repouso
-128,-146,158,repouso
-125,-144,161,repouso
-132,-148,163,repouso
-128,-140,163,repouso
-127,-138,164,repouso
-121,-142,161,repouso
-121,-146,158,repouso
-124,-156,164,repouso
-121,-135,157,repouso
-134,-163,163,repouso
-108,-157,153,repouso
-96,-173,178,repouso
-118,-159,168,repouso
-123,-152,154,repouso
-120,-147,146,repouso
-122,-154,158,repouso
-120,-152,164,repouso
-117,-154,167,repouso
-117,-154,158,repouso
-117,-161,164,repouso
-110,-163,165,repouso
-109,-160,163,repouso
-113,-159,162,repouso
-113,-161,164,repouso
-109,-155,163,repouso
-117,-151,166,repouso
-112,-156,168,repouso
-114,-154,162,repouso
-108,-157,161,repouso
-115,-160,166,repouso
-112,-156,158,repouso
-116,-150,158,repouso
-118,-158,164,repouso
-110,-158,162,repouso
-112,-162,164,repouso
-115,-157,164,repouso
-115,-156,162,repouso
-118,-159,158,repouso
-112,-157,161,repouso
-116,-150,158,repouso
-119,-160,168,repouso
-111,-159,159,repouso
-111,-163,160,repouso
-119,-156,157,repouso
-119,-154,162,repouso
-118,-163,154,repouso
-114,-152,155,repouso
-122,-158,153,repouso
-116,-162,155,repouso
-116,-161,160,repouso
-116,-157,152,repouso
-119,-161,160,repouso
-119,-159,153,repouso
-121,-159,157,repouso
-123,-153,149,repouso
-118,-158,155,repouso
-117,-157,147,repouso
-119,-167,160,repouso
-114,-155,152,repouso
-124,-168,163,repouso
-110,-168,151,repouso
-113,-166,154,repouso
-120,-161,158,repouso
-117,-154,148,repouso
-121,-165,153,repouso
-116,-162,158,repouso
-115,-165,153,repouso
-106,-176,154,repouso
-113,-166,159,repouso
-122,-160,149,repouso
-114,-162,149,repouso
-126,-173,167,repouso
-109,-157,145,repouso
-117,-162,153,repouso
-117,-170,158,repouso
-118,-161,150,repouso
-115,-170,156,repouso
-108,-156,153,repouso
-115,-162,155,repouso
-119,-155,151,repouso
-118,-164,153,repouso
-116,-169,159,repouso
-114,-159,154,repouso
-120,-156,151,repouso
-124,-166,152,repouso
-113,-163,144,repouso
-116,-170,158,repouso
-116,-178,155,repouso
-113,-160,149,repouso
-120,-160,154,repouso
-114,-163,148,repouso
-116,-173,152,repouso
-106,-176,154,repouso
-113,-165,155,repouso
-117,-164,147,repouso
-123,-158,151,repouso
-121,-166,149,repouso
-113,-172,146,repouso
-116,-171,157,repouso
-109,-155,155,repouso
-121,-164,148,repouso
-115,-175,155,repouso
-113,-165,149,repouso
-116,-163,149,repouso
-126,-164,156,repouso
-120,-163,152,repouso
-113,-164,152,repouso
-112,-165,151,repouso
-115,-162,154,repouso
-109,-162,151,repouso
-120,-165,155,repouso
-116,-163,152,repouso
-117,-161,153,repouso
-123,-161,148,repouso
-120,-162,151,repouso
-116,-167,153,repouso
-120,-164,152,repouso
-121,-161,147,repouso
-120,-163,146,repouso
-122,-162,145,repouso
-123,-168,149,repouso
-119,-166,150,repouso
-123,-164,152,repouso
-120,-166,150,repouso
-121,-160,144,repouso
-123,-166,149,repouso
-121,-168,151,repouso
-125,-166,146,repouso
-122,-157,145,repouso
-130,-164,144,repouso
-124,-165,147,repouso
-122,-170,146,repouso
-125,-167,145,repouso
-123,-164,146,repouso
-126,-166,149,repouso
-123,-162,145,repouso
-126,-165,146,repouso
-123,-162,145,repouso
-122,-162,140,repouso
-122,-164,147,repouso
-125,-161,141,repouso
-123,-164,145,repouso
-125,-163,149,repouso
-125,-160,146,repouso
-122,-169,150,repouso
-123,-161,145,repouso
-125,-162,147,repouso
-122,-162,147,repouso
-125,-168,145,repouso
-124,-163,147,repouso
-119,-158,145,repouso
-128,-165,148,repouso
-122,-160,144,repouso
-130,-164,141,repouso
-127,-162,137,repouso
-130,-165,141,repouso
-128,-164,141,repouso
-130,-167,141,repouso
-128,-165,138,repouso
-130,-166,141,repouso
-136,-160,136,repouso
-132,-161,136,repouso
-133,-165,137,repouso
-136,-162,133,repouso
-137,-165,138,repouso
-133,-161,137,repouso
-137,-165,139,repouso
-127,-162,138,repouso
-136,-165,138,repouso
-130,-166,137,repouso
-134,-161,133,repouso
-133,-157,136,repouso
-128,-165,139,repouso
-130,-162,138,repouso
-131,-163,140,repouso
-133,-167,140,repouso
-130,-162,138,repouso
-130,-162,135,repouso
-134,-166,140,repouso
-131,-160,133,repouso
-131,-167,138,repouso
-129,-165,140,repouso
-131,-164,133,repouso
-136,-167,138,repouso
-132,-158,135,repouso
-133,-161,134,repouso
-133,-166,135,repouso
-132,-166,141,repouso
-134,-161,137,repouso
-137,-166,140,repouso
-132,-161,138,repouso
-135,-159,135,repouso
-134,-164,138,repouso
-132,-159,134,repouso
-133,-167,138,repouso
-132,-165,135,repouso
-132,-161,135,repouso
-136,-164,139,repouso
-132,-163,135,repouso
-129,-162,139,repouso
-135,-165,136,repouso
-134,-164,132,repouso
-130,-165,140,repouso
-131,-166,139,repouso
-132,-165,139,repouso
-137,-159,133,repouso
-128,-159,142,repouso
-132,-167,139,repouso
-136,-162,133,repouso
-133,-160,137,repouso
-134,-160,134,repouso
-131,-168,142,repouso
-129,-167,140,repouso
-131,-159,135,repouso
-133,-166,138,repouso
-136,-165,140,repouso
-135,-162,129,repouso
-131,-166,140,repouso
-135,-167,138,repouso
-137,-159,134,repouso
-133,-163,135,repouso
-136,-163,135,repouso
-135,-159,137,repouso
-134,-161,132,repouso
-134,-162,134,repouso
-133,-163,132,repouso
-139,-161,136,repouso
-133,-164,135,repouso
-137,-162,135,repouso
-134,-165,136,repouso
-136,-164,135,repouso
-133,-162,136,repouso
-137,-165,136,repouso
-135,-165,138,repouso
-137,-164,134,repouso
-133,-164,137,repouso
-133,-164,137,repouso
-134,-159,134,repouso
-133,-163,136,repouso
-135,-164,136,repouso
-135,-164,136,repouso
-134,-161,135,repouso
-137,-161,137,repouso
-138,-163,136,repouso
-134,-157,136,repouso
-135,-164,137,repouso
-136,-164,136,repouso
-133,-160,135,repouso
-138,-166,136,repouso
-135,-161,134,repouso
-138,-160,134,repouso
-136,-160,137,repouso
-135,-160,132,repouso
-138,-166,132,repouso
-134,-161,137,repouso
-139,-162,131,repouso
-139,-166,132,repouso
-139,-163,126,repouso
-140,-167,130,repouso
-136,-164,131,repouso
-137,-164,128,repouso
-141,-164,129,repouso
-140,-162,127,repouso
-146,-164,127,repouso
-143,-162,127,repouso
-141,-167,127,repouso
-146,-166,126,repouso
-145,-160,124,repouso
-147,-165,126,repouso
-145,-164,125,repouso
-146,-162,121,repouso
-149,-165,123,repouso
-144,-162,122,repouso
-146,-163,126,repouso
-145,-163,122,repouso
-150,-162,121,repouso
-143,-161,122,repouso
-145,-164,125,repouso
-145,-164,123,repouso
-145,-162,123,repouso
-140,-164,125,repouso
-143,-165,127,repouso
-145,-167,132,repouso
-139,-160,138,repouso
-131,-155,136,repouso
-121,-155,148,repouso
-132,-165,146,repouso
-124,-157,151,repouso
-124,-163,154,repouso
-127,-160,149,repouso
-123,-164,144,repouso
-124,-161,152,repouso
-124,-165,150,repouso
-125,-162,152,repouso
-135,-159,148,repouso
-128,-153,142,repouso
-126,-156,152,repouso
-115,-150,148,repouso
-99,-150,151,repouso
-165,-167,146,repouso
-118,-137,133,repouso
-176,-166,134,repouso
-131,-149,129,repouso
-156,-177,136,repouso
-143,-160,126,repouso
-161,-165,105,repouso
-143,-177,159,repouso
-114,-146,134,repouso
-129,-161,148,repouso
-123,-152,140,repouso
-126,-156,150,repouso
-123,-154,149,repouso
-123,-170,161,repouso
-119,-150,153,repouso
-128,-156,156,repouso
-122,-157,158,repouso
-121,-154,156,repouso
-126,-160,158,repouso
-121,-149,151,repouso
-126,-153,158,repouso
-117,-158,160,repouso
-124,-157,155,repouso
-122,-157,153,repouso
-133,-169,141,repouso
-110,-149,136,repouso
-129,-157,153,repouso
-112,-135,163,repouso
-127,-144,181,repouso
-142,-148,183,repouso
-129,-138,125,repouso
-128,-141,153,repouso
-143,-155,160,repouso
-143,-141,144,repouso
-145,-129,144,repouso
-147,-133,155,repouso
-154,-134,151,repouso
-147,-125,149,repouso
-161,-115,153,repouso
-155,-127,141,repouso
-162,-151,141,repouso
-149,-133,139,repouso
-167,-137,139,repouso
-163,-128,63,repouso
-166,-149,109,repouso
-192,-153,109,repouso
-172,-167,73,repouso
-174,-171,69,repouso
-171,-167,76,repouso
-180,-172,55,repouso
-164,-174,31,repouso
-176,-186,79,repouso
-163,-175,34,repouso
-156,-167,17,repouso
-180,-193,50,repouso
-161,-168,38,repouso
-190,-192,-6,repouso
-168,-192,26,repouso
-170,-187,-40,repouso
-169,-175,-17,repouso
-171,-179,-45,repouso
-145,-164,-75,repouso
-146,-175,-110,repouso
-131,-174,-101,repouso
-106,-176,-132,repouso
-115,-199,-138,repouso
-94,-180,-138,repouso
-109,-196,-112,repouso
-93,-205,-81,repouso
-51,-220,-64,repouso
-50,-252,-30,repouso
-10,-279,-11,repouso
-12,-281,8,repouso
-44,-229,-32,repouso
10,-209,19,repouso
-26,-243,12,repouso
5,-244,22,repouso
12,-240,23,repouso
54,-257,12,repouso
40,-252,15,repouso
55,-299,-22,repouso
77,-254,35,repouso
20,-246,-14,repouso
101,-201,28,repouso
9,-233,-13,repouso
54,-248,36,repouso
51,-244,20,repouso
70,-265,50,repouso
21,-255,39,repouso
54,-242,37,repouso
62,-299,35,repouso
20,-262,39,repouso
-27,-169,-17,repouso
3,-235,26,repouso
-2,-309,12,repouso
41,-322,10,repouso
9,-241,-18,repouso
4,-205,-16,repouso
30,-243,-4,repouso
-4,-244,-31,repouso
34,-248,-16,repouso
38,-243,-19,repouso
21,-237,-25,repouso
27,-249,-31,repouso
10,-252,-31,repouso
32,-251,-26,repouso
22,-252,-44,repouso
16,-252,-37,repouso
22,-251,-37,repouso
19,-250,-41,repouso
13,-248,-36,repouso
19,-248,-36,repouso
14,-245,-41,repouso
18,-254,-40,repouso
18,-249,-37,repouso
28,-251,-40,repouso
12,-245,-37,repouso
24,-248,-41,repouso
15,-252,-46,repouso
20,-245,-38,repouso
24,-253,-49,repouso
24,-255,-45,repouso
20,-248,-45,repouso
22,-247,-39,repouso
22,-244,-38,repouso
20,-247,-42,repouso
29,-251,-41,repouso
23,-248,-44,repouso
18,-247,-43,repouso
18,-246,-45,repouso
29,-249,-40,repouso
16,-251,-43,repouso
24,-253,-43,repouso
18,-246,-44,repouso
17,-247,-47,repouso
19,-248,-41,repouso
16,-248,-51,repouso
17,-244,-48,repouso
21,-252,-46,repouso
11,-245,-45,repouso
20,-247,-44,repouso
14,-247,-47,repouso
14,-252,-41,repouso
23,-244,-52,repouso
17,-251,-45,repouso
7,-248,-44,repouso
22,-250,-48,repouso
18,-250,-47,repouso
15,-252,-41,repouso
20,-247,-44,repouso
13,-250,-50,repouso
17,-244,-42,repouso
19,-245,-47,repouso
16,-247,-43,repouso
29,-251,-45,repouso
13,-245,-45,repouso
24,-248,-41,repouso
6,-240,-26,repouso
-7,-255,-19,repouso
5,-249,-20,repouso
7,-256,-26,repouso
3,-252,-23,repouso
8,-254,-22,repouso
0,-251,-20,repouso
5,-251,-22,repouso
4,-251,-21,repouso
2,-255,-23,repouso
5,-251,-22,repouso
7,-252,-23,repouso
1,-251,-22,repouso
4,-253,-22,repouso
-3,-252,-19,repouso
-1,-251,-21,repouso
-16,-252,-8,repouso
5,-251,-23,repouso
-1,-254,-25,repouso
4,-254,-26,repouso
-8,-253,-24,repouso
2,-250,-26,repouso
0,-253,-24,repouso
0,-253,-26,repouso
2,-250,-27,repouso
-2,-250,-26,repouso
-1,-253,-24,repouso
0,-249,-24,repouso
-2,-254,-25,repouso
-1,-246,-25,repouso
-3,-254,-25,repouso
-5,-253,-23,repouso
0,-251,-24,repouso
-9,-247,-25,repouso
1,-253,-23,repouso
-5,-253,-25,repouso
-2,-247,-30,repouso
-3,-254,-22,repouso
-3,-248,-25,repouso
-6,-250,-23,repouso
-3,-254,-24,repouso
-3,-252,-25,repouso
-6,-248,-28,repouso
-4,-252,-27,repouso
-2,-249,-28,repouso
-3,-250,-26,repouso
-10,-249,-25,repouso
-2,-250,-26,repouso
-8,-253,-24,repouso
0,-248,-26,repouso
-11,-251,-27,repouso
-1,-251,-25,repouso
-3,-251,-28,repouso
1,-250,-29,repouso
-3,-250,-24,repouso
-4,-251,-25,repouso
-6,-249,-27,repouso
-9,-249,-25,repouso
-1,-250,-30,repouso
-1,-249,-25,repouso
-2,-252,-28,repouso
-5,-251,-26,repouso
-5,-250,-25,repouso
-5,-249,-25,repouso
-4,-251,-27,repouso
-3,-249,-25,repouso
-8,-251,-27,repouso
-6,-250,-25,repouso
-1,-253,-28,repouso
-1,-249,-28,repouso
-6,-249,-27,repouso
-4,-251,-27,repouso
-2,-250,-27,repouso
1,-253,-26,repouso
-4,-251,-26,repouso
-4,-250,-26,repouso
-4,-251,-27,repouso
-2,-251,-29,repouso
-2,-253,-26,repouso
-2,-250,-28,repouso
-2,-253,-26,repouso
-6,-249,-26,repouso
-6,-251,-27,repouso
0,-246,-26,repouso
-9,-256,-29,repouso
1,-248,-22,repouso
-8,-251,-31,repouso
-6,-253,-27,repouso
-1,-248,-27,repouso
-6,-250,-27,repouso
-2,-252,-29,repouso
-5,-249,-34,repouso
-15,-251,-25,repouso
6,-250,-27,repouso
-15,-250,-27,repouso
-5,-257,-17,repouso
-8,-243,-38,repouso
-32,-255,-8,repouso
-17,-245,-20,repouso
-16,-255,-9,repouso
-11,-252,-28,repouso
-17,-253,-13,repouso
-18,-250,-21,repouso
-15,-252,-20,repouso
-10,-252,-21,repouso
-13,-253,-22,repouso
-1,-262,-27,repouso
-17,-240,-15,repouso
-15,-256,-26,repouso
-19,-245,-8,repouso
19,-260,-28,repouso
-17,-266,-26,repouso
21,-262,-41,repouso
21,-234,-35,repouso
52,-237,-52,repouso
61,-237,-60,repouso
73,-241,-64,repouso
92,-222,-73,repouso
105,-218,-75,repouso
108,-216,-77,repouso
150,-207,-89,repouso
116,-197,-79,repouso
138,-191,-85,repouso
159,-175,-89,repouso
145,-185,-91,repouso
152,-169,-91,repouso
163,-168,-94,repouso
156,-177,-95,repouso
165,-170,-97,repouso
157,-170,-91,repouso
167,-169,-102,repouso
169,-164,-98,repouso
174,-158,-100,repouso
180,-156,-103,repouso
183,-151,-104,repouso
182,-150,-106,repouso
183,-142,-104,repouso
189,-138,-106,repouso
189,-132,-109,repouso
187,-125,-100,repouso
192,-125,-106,repouso
199,-117,-110,repouso
209,-107,-111,repouso
213,-109,-90,repouso
208,-97,-119,repouso
203,-83,-110,repouso
219,-83,-117,repouso
218,-76,-104,repouso
211,-76,-118,repouso
223,-69,-115,repouso
214,-64,-108,repouso
215,-72,-116,repouso
221,-63,-110,repouso
218,-56,-107,repouso
227,-60,-109,repouso
224,-63,-112,repouso
225,-62,-113,repouso
233,-57,-113,repouso
233,-54,-110,repouso
228,-56,-113,repouso
230,-52,-112,repouso
226,-38,-105,repouso
226,-48,-95,repouso
221,-48,-99,repouso
221,-44,-102,repouso
238,-41,-105,repouso
228,-41,-108,repouso
224,-33,-114,repouso
235,-36,-112,repouso
231,-30,-115,repouso
233,-31,-115,repouso
233,-28,-115,repouso
236,-22,-112,repouso
234,-29,-109,repouso
237,-27,-116,repouso
238,-22,-104,repouso
230,-19,-110,repouso
233,-16,-104,repouso
234,-17,-100,repouso
225,-22,-111,repouso
237,-27,-112,repouso
238,-19,-111,repouso
239,-20,-106,repouso
235,-10,-104,repouso
231,-18,-101,repouso
228,-23,-109,repouso
239,-21,-111,repouso
235,-19,-106,repouso
242,-16,-107,repouso
242,-15,-100,repouso
230,-14,-105,repouso
236,-19,-107,repouso
232,-21,-107,repouso
235,-21,-107,repouso
243,-17,-105,repouso
238,-15,-108,repouso
237,-17,-107,repouso
235,-18,-103,repouso
227,-19,-103,repouso
242,-16,-106,repouso
239,-28,-108,repouso
232,-19,-107,repouso
229,-15,-102,repouso
233,-16,-102,repouso
232,-20,-109,repouso
237,-22,-112,repouso
236,-17,-111,repouso
239,-19,-106,repouso
239,-19,-104,repouso
237,-29,-103,repouso
238,-27,-106,repouso
233,-21,-103,repouso
233,-25,-102,repouso
237,-25,-100,repouso
235,-28,-108,repouso
233,-20,-112,repouso
236,-15,-108,repouso
230,-22,-109,repouso
239,-26,-110,repouso
236,-23,-108,repouso
234,-27,-111,repouso
239,-20,-106,repouso
233,-32,-100,repouso
225,-34,-111,repouso
245,-33,-109,repouso
234,-32,-109,repouso
236,-33,-105,repouso
237,-36,-100,repouso
234,-29,-104,repouso
241,-30,-106,repouso
231,-29,-101,repouso
235,-26,-102,repouso
238,-27,-98,repouso
234,-21,-95,repouso
235,-25,-91,repouso
236,-34,-98,repouso
241,-30,-93,repouso
244,-35,-89,repouso
242,-38,-96,repouso
241,-36,-89,repouso
231,-35,-86,repouso
238,-37,-87,repouso
242,-38,-91,repouso
236,-40,-94,repouso
240,-41,-96,repouso
239,-35,-94,repouso
239,-29,-93,repouso
237,-31,-90,repouso
237,-35,-88,repouso
240,-38,-83,repouso
233,-41,-79,repouso
234,-49,-83,repouso
230,-32,-92,repouso
236,-27,-96,repouso
233,-35,-99,repouso
240,-32,-109,repouso
241,-30,-117,repouso
245,-25,-100,repouso
233,-29,-105,repouso
234,-33,-116,repouso
235,-32,-115,repouso
237,-23,-111,repouso
231,-21,-113,repouso
229,-20,-112,repouso
229,-21,-109,repouso
232,-24,-113,repouso
236,-24,-109,repouso
228,-25,-111,repouso
240,-24,-112,repouso
232,-22,-111,repouso
235,-23,-110,repouso
231,-21,-105,repouso
235,-27,-107,repouso
231,-23,-103,repouso
236,-27,-104,repouso
234,-26,-105,repouso
233,-29,-108,repouso
226,-28,-113,repouso
236,-22,-106,repouso
237,-31,-111,repouso
234,-25,-110,repouso
233,-26,-102,repouso
233,-38,-109,repouso
234,-31,-104,repouso
237,-30,-104,repouso
231,-29,-105,repouso
226,-27,-101,repouso
231,-29,-102,repouso
233,-33,-103,repouso
236,-31,-105,repouso
244,-33,-107,repouso
233,-31,-108,repouso
237,-26,-104,repouso
237,-30,-104,repouso
230,-30,-107,repouso
234,-31,-109,repouso
232,-30,-107,repouso
232,-29,-108,repouso
232,-29,-111,repouso
236,-31,-109,repouso
238,-31,-103,repouso
228,-37,-110,repouso
237,-34,-117,repouso
232,-26,-109,repouso
227,-26,-106,repouso
239,-33,-113,repouso
236,-34,-111,repouso
229,-36,-103,repouso
225,-35,-105,repouso
236,-32,-104,repouso
234,-31,-105,repouso
226,-31,-111,repouso
232,-32,-112,repouso
242,-31,-108,repouso
233,-32,-110,repouso
227,-33,-108,repouso
232,-29,-108,repouso
240,-28,-104,repouso
239,-29,-105,repouso
236,-30,-104,repouso
228,-32,-101,repouso
232,-29,-105,repouso
235,-31,-108,repouso
237,-30,-107,repouso
240,-26,-105,repouso
230,-30,-102,repouso
237,-31,-111,repouso
237,-26,-108,repouso
238,-27,-103,repouso
237,-23,-106,repouso
231,-24,-103,repouso
230,-29,-106,repouso
236,-28,-103,repouso
237,-30,-103,repouso
237,-33,-106,repouso
228,-24,-104,repouso
232,-24,-101,repouso
235,-26,-106,repouso
240,-28,-110,repouso
236,-23,-102,repouso
232,-21,-102,repouso
230,-26,-100,repouso
228,-33,-108,repouso
233,-30,-106,repouso
243,-27,-105,repouso
244,-29,-105,repouso
239,-30,-99,repouso
225,-28,-97,repouso
235,-36,-107,repouso
229,-32,-106,repouso
232,-17,-96,repouso
234,-25,-102,repouso
232,-24,-108,repouso
243,-28,-102,repouso
240,-28,-112,repouso
236,-29,-106,repouso
237,-23,-102,repouso
235,-23,-93,repouso
236,-30,-96,repouso
232,-35,-104,repouso
240,-31,-98,repouso
236,-26,-102,repouso
238,-21,-97,repouso
242,-25,-92,repouso
240,-31,-96,repouso
240,-30,-93,repouso
232,-21,-94,repouso
233,-16,-100,repouso
240,-22,-104,repouso
237,-18,-93,repouso
250,-29,-92,repouso
246,-28,-90,repouso
238,-22,-90,repouso
241,-24,-96,repouso
237,-22,-92,repouso
241,-20,-84,repouso
247,-27,-91,repouso
238,-22,-93,repouso
243,-23,-96,repouso
243,-20,-96,repouso
245,-22,-100,repouso
239,-22,-102,repouso
240,-18,-98,repouso
233,-16,-100,repouso
236,-20,-97,repouso
235,-18,-100,repouso
239,-22,-101,repouso
237,-22,-101,repouso
244,-21,-98,repouso
233,-21,-97,repouso
242,-28,-103,repouso
240,-33,-100,repouso
237,-29,-99,repouso
247,-30,-97,repouso
243,-30,-98,repouso
239,-25,-99,repouso
238,-25,-101,repouso
238,-25,-100,repouso
235,-24,-101,repouso
238,-28,-101,repouso
238,-22,-103,repouso
229,-29,-101,repouso
244,-30,-101,repouso
242,-36,-96,repouso
233,-45,-100,repouso
236,-50,-93,repouso
233,-52,-88,repouso
227,-71,-82,repouso
224,-71,-86,repouso
231,-87,-86,repouso
215,-96,-80,repouso
225,-106,-79,repouso
207,-120,-77,repouso
226,-125,-80,repouso
191,-144,-69,repouso
197,-161,-75,repouso
170,-172,-56,repouso
183,-170,-68,repouso
139,-202,-49,repouso
154,-193,-58,repouso
150,-210,-57,repouso
109,-223,-45,repouso
131,-216,-57,repouso
103,-230,-41,repouso
108,-236,-50,repouso
67,-247,-33,repouso
96,-240,-55,repouso
82,-239,-34,repouso
69,-247,-39,repouso
63,-245,-32,repouso
69,-244,-34,repouso
49,-250,-29,repouso
68,-243,-38,repouso
52,-250,-31,repouso
51,-247,-39,repouso
53,-251,-38,repouso
53,-245,-35,repouso
55,-245,-36,repouso
52,-245,-36,repouso
48,-247,-37,repouso
40,-252,-36,repouso
49,-247,-34,repouso
44,-258,-36,repouso
30,-248,-33,repouso
40,-248,-31,repouso
10,-251,-28,repouso
41,-243,-27,repouso
21,-243,-27,repouso
5,-250,-23,repouso
25,-245,-27,repouso
18,-256,-23,repouso
14,-257,-30,repouso
15,-249,-25,repouso
6,-261,-31,repouso
4,-250,-22,repouso
5,-254,-24,repouso
2,-254,-20,repouso
7,-248,-15,repouso
3,-243,-18,repouso
2,-251,-20,repouso
4,-254,-16,repouso
6,-247,-20,repouso
8,-251,-20,repouso
0,-253,-25,repouso
12,-254,-17,repouso
1,-253,-16,repouso
9,-258,-18,repouso
11,-256,-17,repouso
2,-253,-26,repouso
11,-251,-21,repouso
6,-251,-23,repouso
8,-251,-16,repouso
3,-249,-23,repouso
10,-250,-20,repouso
9,-252,-18,repouso
10,-252,-27,repouso
10,-247,-23,repouso
17,-251,-20,repouso
7,-250,-21,repouso
10,-251,-20,repouso
3,-251,-22,repouso
16,-252,-24,repouso
10,-254,-23,repouso
13,-253,-22,repouso
8,-252,-21,repouso
10,-248,-15,repouso
10,-250,-19,repouso
7,-252,-18,repouso
10,-250,-21,repouso
9,-250,-17,repouso
9,-252,-19,repouso
13,-253,-16,repouso
4,-253,-17,repouso
13,-255,-19,repouso
7,-251,-18,repouso
6,-246,-17,repouso
6,-249,-21,repouso
12,-247,-16,repouso
10,-251,-15,repouso
12,-251,-22,repouso
5,-250,-17,repouso
8,-254,-17,repouso
7,-251,-16,repouso
7,-252,-21,repouso
15,-256,-19,repouso
8,-250,-18,repouso
12,-250,-16,repouso
7,-253,-15,repouso
9,-253,-19,repouso
6,-251,-18,repouso
7,-248,-18,repouso
12,-254,-20,repouso
7,-251,-14,repouso
7,-251,-18,repouso
8,-251,-17,repouso
6,-250,-19,repouso
8,-250,-16,repouso
10,-254,-17,repouso
4,-251,-14,repouso
4,-247,-18,repouso
10,-250,-20,repouso
10,-253,-19,repouso
7,-255,-15,repouso
19,-272,-6,repouso
5,-250,-17,repouso
-4,-239,-14,repouso
1,-242,-25,repouso
8,-238,-28,repouso
17,-241,-22,repouso
10,-259,-21,repouso
4,-260,-24,repouso
4,-250,-12,repouso
8,-252,-16,repouso
2,-259,-21,repouso
0,-257,-22,repouso
16,-249,-23,repouso
14,-246,-18,repouso
13,-251,-21,repouso
5,-249,-15,repouso
5,-248,-13,repouso
3,-256,-17,repouso
8,-259,-25,repouso
12,-250,-23,repouso
5,-249,-20,repouso
6,-253,-27,repouso
7,-246,-14,repouso
4,-263,-20,repouso
12,-253,-16,repouso
4,-244,-6,repouso
5,-250,-15,repouso
3,-253,-13,repouso
12,-246,-21,repouso
4,-249,-18,repouso
10,-253,-28,repouso
5,-252,-18,repouso
-3,-255,-15,repouso
-4,-254,-13,repouso
5,-253,-21,repouso
8,-254,-17,repouso
0,-249,-18,repouso
0,-251,-19,repouso
9,-246,-18,repouso
5,-250,-23,repouso
3,-246,-23,repouso
8,-249,-22,repouso
5,-253,-23,repouso
13,-249,-26,repouso
2,-255,-22,repouso
4,-253,-30,repouso
2,-245,-25,repouso
7,-247,-29,repouso
5,-255,-28,repouso
5,-253,-27,repouso
3,-247,-26,repouso
6,-251,-31,repouso
4,-251,-33,repouso
-4,-247,-26,repouso
7,-248,-27,repouso
-1,-242,-30,repouso
-6,-257,-39,repouso
-17,-253,-31,repouso
-7,-248,-33,repouso
-17,-250,-27,repouso
-19,-248,-32,repouso
-31,-249,-37,repouso
-18,-251,-34,repouso
-18,-246,-31,repouso
-26,-249,-33,repouso
-27,-251,-38,repouso
-34,-251,-19,repouso
-32,-245,-34,repouso
-27,-247,-33,repouso
-43,-254,-31,repouso
-36,-245,-29,repouso
-28,-250,-39,repouso
-39,-250,-38,repouso
-27,-244,-31,repouso
-29,-249,-32,repouso
-23,-250,-33,repouso
-34,-241,-28,repouso
-29,-245,-32,repouso
-28,-245,-33,repouso
-37,-249,-31,repouso
-33,-241,-36,repouso
-35,-248,-40,repouso
-32,-247,-36,repouso
-33,-249,-37,repouso
-37,-256,-38,repouso
-35,-249,-35,repouso
-30,-243,-36,repouso
-39,-243,-31,repouso
-36,-242,-41,repouso
-38,-244,-39,repouso
-38,-237,-36,repouso
-35,-242,-37,repouso
-33,-249,-40,repouso
-38,-250,-40,repouso
-41,-249,-39,repouso
-33,-244,-38,repouso
-30,-245,-38,repouso
-30,-248,-31,repouso
-33,-242,-37,repouso
-33,-248,-38,repouso
-28,-250,-33,repouso
-38,-238,-33,repouso
-25,-250,-29,repouso
-26,-253,-27,repouso
-27,-250,-29,repouso
-34,-248,-31,repouso
-23,-248,-27,repouso
-26,-250,-24,repouso
-22,-242,-27,repouso
-27,-247,-27,repouso
-15,-250,-28,repouso
-25,-249,-27,repouso
-29,-250,-24,repouso
-25,-249,-28,repouso
-21,-255,-27,repouso
-22,-245,-28,repouso
-28,-246,-32,repouso
-19,-249,-26,repouso
-26,-251,-24,repouso
-14,-251,-25,repouso
-32,-245,-26,repouso
-22,-249,-28,repouso
-18,-249,-25,repouso
-27,-248,-26,repouso
-26,-249,-24,repouso
-30,-255,-29,repouso
-23,-245,-25,repouso
-24,-249,-25,repouso
-22,-253,-30,repouso
-24,-244,-23,repouso
-25,-251,-31,repouso
-27,-248,-28,repouso
-27,-245,-27,repouso
-31,-248,-27,repouso
-19,-248,-25,repouso
-31,-252,-25,repouso
-24,-250,-26,repouso
-27,-248,-26,repouso
-25,-249,-30,repouso
-20,-243,-27,repouso
-24,-241,-23,repouso
-29,-250,-31,repouso
-26,-251,-22,repouso
-41,-253,-38,repouso
-40,-245,-30,repouso
-7,-242,-32,repouso
-44,-252,-33,repouso
-31,-245,-30,repouso
-43,-251,-35,repouso
-33,-244,-43,repouso
-44,-248,-43,repouso
-38,-242,-53,repouso
-36,-244,-48,repouso
-53,-245,-64,repouso
-39,-238,-60,repouso
